UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCUEIS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3 
104151, 6,"Arizona State University - The Gila Valley","615 North Stadium Avenue","Thatcher","AZ","85552-5545", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108162",1,491330,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,33,1,"A ",1,1,1,1,40940,2,-2,4009,"Graham County",401,-109.762340,32.843664,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151, 7,"Arizona State University - Yuma","2020 South Avenue Eight East","Yuma","AZ","85365-6900", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108163",1,491349,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,7,1,1,20,1,2,2,13,1,"A ",1,1,1,1,49740,1,-2,4027,"Yuma County",404,-114.495968,32.689306,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151, 8,"Arizona State University - Pinal","540 N Camino Mercado","Casa Grande","AZ","85122", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108165",1,492786,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,41,1,"A ",1,1,1,1,38060,1,429,4021,"Pinal County",401,-111.688547,32.877622,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151, 9,"Arizona State University - Cochise","901 N Colombo Ave","Sierra Vista","AZ","85635-2317", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108166",1,492795,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,13,1,"A ",1,1,1,1,43420,1,-2,4003,"Cochise County",402,-110.246946,31.564597,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151,10,"Arizona State University - Yavapai","6955 Panther Path","Prescott Valley","AZ","86314-2252", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108168",1,494490,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,13,1,"A ",1,1,1,1,39150,1,-2,4025,"Yavapai County",404,-112.343368,34.597849,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151,11,"Arizona State University - Pima","2202 West Anklam Road","Tucson","AZ","85709-0001", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108169",1,494506,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,11,1,"A ",1,1,1,1,46060,1,536,4019,"Pima County",403,-111.016672,32.227607,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151,12,"Arizona State University - Washington, D.C.","1800 I Street North West","Washington","DC","20006-5407",11, 2,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108172",1,495828,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,7,2,1,20,1,2,2,11,1,"A ",1,1,1,1,47900,1,548,11001,"District of Columbia",1198,-77.041900,38.901100,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151,13,"Arizona State University - Northeastern Arizona","1001 West Deuce of Clubs","Show Low","AZ","85901-6211", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108173",1,497842,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,5,1,2,30,1,2,2,33,1,"N ",1,1,1,1,43320,2,-2,4017,"Navajo County",401,-110.053966,34.243326,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,"C",50,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
104151,14,"Arizona State University - Mesa City Center","50 Centennial Way","Mesa","AZ","85201-7416", 4, 6,"Michael M. Crow","President","8552785080","860196696","NTLHJXM55KZ6","00108174",1,497851,"www.asu.edu/","https://admission.asu.edu/contact","https://students.asu.edu/contact/financialaid","https://webapp4.asu.edu/uga_admissionsapp/","https://students.asu.edu/financialaid/net-price","https://veterans.asu.edu/benefits/start","www.ncaa.org/about/resources/research/graduation-rates","https://eoss.asu.edu/accessibility",1,1,1,7,2,1,20,1,2,2,11,1,"N ",1,1,1,1,38060,1,429,4013,"Maricopa County",409,-111.829575,33.416498,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
106351, 1,"Arkansas College of Barbering and Hair Design","9100 Rodney Parham  Suite 101","Little Rock","AR","72205-4949", 5, 5,"Gwendolyn Middleton","Campus President","5018916283","710455324","SX8RMK64Q8E1","03023401",1,454254,"www.acbhd.edu/","www.acbhd.edu/","www.acbhd.edu/","https://www.acbhd.edu/","www.acbhd.edu/","https://www.acbhd.edu/","https://www.acbhd.edu/","www.acbhd.edu/",9,3,3,2,1,2,0,2,2,2,12,1,"A ",1,1,1,1,30780,1,340,5119,"Pulaski County",502,-92.375875,34.760221,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",100,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0402","R",1500,1,"R",10,"R",40,"R",900,"R",30,"R",19400,"R",19400,"R",19050,"R",19400,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10550,"R",10550,"R",10550,"R",11010,"R",5190,"R",5190,"R",5710,"R",5710,"R",5990,"R",5990,"R",6220,"R",6220,
107044, 1,"Harding School of Theology","1000 Cherry Road","Memphis","TN","38117-5499",47, 5,"Jim Martin","Vice President, Harding School of Theology","9017611352","710236896","Q9D2D7M64DD5","00109702",1,107035,"hst.edu/"," ","www.harding.edu/finaid/","hst.edu/apply-online/"," ","harding.edu/registrar/va"," ","hst.edu/legal/",2,1,2,9,2,1,12,1,2,2,11,1,"A ",1,1,1,1,32820,1,368,47157,"Shelby County",4709,-89.914472,35.104130,0,0,0,0,0,0,0,0,1,0,1,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
107220, 1,"Career Academy of Hair Design-Siloam Springs","821 S Mount Olive","Siloam Springs","AR","72761-4217", 5, 5,"Jim Butenschoen","President","4792380440","710767610","jmc1j7r7ldl1","02341702",1,457059,"www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/?page_id=3395","https://beautynwa.com/","https://beautynwa.com/","www.beautynwa.com/",9,3,3,2,1,2,0,2,2,2,32,1,"A ",1,1,1,1,22220,1,-2,5007,"Benton County",503,-94.540615,36.177258,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0401","R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",15945,"R",16695,"R",18195,"R",18195,"R",1251,"R",1251,"R",1251,"R",1251,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5038,"R",5038,"R",5038,"R",5038,"R",4400,"R",4400,"R",4400,"R",4400,"R",4400,"R",4400,"R",4400,"R",4400,
107220, 2,"Career Academy of Hair Design-Rogers","2100 W. Hudson Rd Ste 10","Rogers","AR","72756-2102", 5, 5,"Jim Butenschoen","President","4799860775202","710767610","c63vkeklerv7","02341701",1,457040,"www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/","www.beautynwa.com/?page_id=3395","https://beautynwa.com/","https://beautynwa.com/","www.beautynwa.com/",9,3,3,2,1,2,0,2,2,2,13,1,"A ",1,1,1,1,22220,1,-2,5007,"Benton County",503,-94.146999,36.355054,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0401","R",1500,1,"R",14,"R",56,"R",900,"R",26,"R",15945,"R",16695,"R",18195,"R",18195,"R",1251,"R",1251,"R",1251,"R",1251,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6720,"R",6720,"R",6720,"R",6720,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,"R",5600,
